Entidad,Fecha,Confirmados
AGUASCALIENTES,2020-06-25,45
AGUASCALIENTES,2020-06-26,39
AGUASCALIENTES,2020-06-27,49
AGUASCALIENTES,2020-06-28,42
AGUASCALIENTES,2020-06-29,55
AGUASCALIENTES,2020-06-30,58
AGUASCALIENTES,2020-07-01,78
AGUASCALIENTES,2020-07-02,54
AGUASCALIENTES,2020-07-03,41
AGUASCALIENTES,2020-07-04,42
AGUASCALIENTES,2020-07-05,70
AGUASCALIENTES,2020-07-06,75
AGUASCALIENTES,2020-07-07,67
AGUASCALIENTES,2020-07-08,56
AGUASCALIENTES,2020-07-09,51
AGUASCALIENTES,2020-07-10,65
AGUASCALIENTES,2020-07-11,57
AGUASCALIENTES,2020-07-12,61
AGUASCALIENTES,2020-07-13,74
AGUASCALIENTES,2020-07-14,72
AGUASCALIENTES,2020-07-15,68
AGUASCALIENTES,2020-07-16,38
AGUASCALIENTES,2020-07-17,61
AGUASCALIENTES,2020-07-18,51
AGUASCALIENTES,2020-07-19,53
AGUASCALIENTES,2020-07-20,64
AGUASCALIENTES,2020-07-21,53
AGUASCALIENTES,2020-07-22,52
AGUASCALIENTES,2020-07-23,58
AGUASCALIENTES,2020-07-24,47
AGUASCALIENTES,2020-07-25,50
AGUASCALIENTES,2020-07-26,44
AGUASCALIENTES,2020-07-27,62
AGUASCALIENTES,2020-07-28,47
AGUASCALIENTES,2020-07-29,51
AGUASCALIENTES,2020-07-30,42
AGUASCALIENTES,2020-07-31,35
AGUASCALIENTES,2020-08-01,61
AGUASCALIENTES,2020-08-02,36
AGUASCALIENTES,2020-08-03,59
AGUASCALIENTES,2020-08-04,48
AGUASCALIENTES,2020-08-05,29
AGUASCALIENTES,2020-08-06,30
AGUASCALIENTES,2020-08-07,38
AGUASCALIENTES,2020-08-08,53
AGUASCALIENTES,2020-08-09,46
AGUASCALIENTES,2020-08-10,68
AGUASCALIENTES,2020-08-11,44
AGUASCALIENTES,2020-08-12,48
AGUASCALIENTES,2020-08-13,32
AGUASCALIENTES,2020-08-14,73
AGUASCALIENTES,2020-08-15,66
AGUASCALIENTES,2020-08-16,43
AGUASCALIENTES,2020-08-17,46
AGUASCALIENTES,2020-08-18,28
AGUASCALIENTES,2020-08-19,17
AGUASCALIENTES,2020-08-20,10
AGUASCALIENTES,2020-08-21,5
AGUASCALIENTES,2020-08-23,3
BAJA CALIFORNIA,2020-02-06,1
BAJA CALIFORNIA,2020-03-09,1
BAJA CALIFORNIA,2020-03-11,2
BAJA CALIFORNIA,2020-03-12,2
BAJA CALIFORNIA,2020-03-13,4
BAJA CALIFORNIA,2020-03-14,3
BAJA CALIFORNIA,2020-03-15,3
BAJA CALIFORNIA,2020-03-16,5
BAJA CALIFORNIA,2020-03-17,5
BAJA CALIFORNIA,2020-03-18,11
BAJA CALIFORNIA,2020-03-19,10
BAJA CALIFORNIA,2020-03-20,15
BAJA CALIFORNIA,2020-03-21,6
BAJA CALIFORNIA,2020-03-22,6
BAJA CALIFORNIA,2020-03-23,18
BAJA CALIFORNIA,2020-03-24,20
BAJA CALIFORNIA,2020-03-25,20
BAJA CALIFORNIA,2020-03-26,24
BAJA CALIFORNIA,2020-03-27,27
BAJA CALIFORNIA,2020-03-28,25
BAJA CALIFORNIA,2020-03-29,37
BAJA CALIFORNIA,2020-03-30,42
BAJA CALIFORNIA,2020-03-31,33
BAJA CALIFORNIA,2020-04-01,53
BAJA CALIFORNIA,2020-04-02,64
BAJA CALIFORNIA,2020-04-03,49
BAJA CALIFORNIA,2020-04-04,52
BAJA CALIFORNIA,2020-04-05,44
BAJA CALIFORNIA,2020-04-06,55
BAJA CALIFORNIA,2020-04-07,53
BAJA CALIFORNIA,2020-04-08,77
BAJA CALIFORNIA,2020-04-09,83
BAJA CALIFORNIA,2020-04-10,112
BAJA CALIFORNIA,2020-04-11,76
BAJA CALIFORNIA,2020-04-12,90
BAJA CALIFORNIA,2020-04-13,72
BAJA CALIFORNIA,2020-04-14,88
BAJA CALIFORNIA,2020-04-15,78
BAJA CALIFORNIA,2020-04-16,71
BAJA CALIFORNIA,2020-04-17,92
BAJA CALIFORNIA,2020-04-18,81
BAJA CALIFORNIA,2020-04-19,94
BAJA CALIFORNIA,2020-04-20,120
BAJA CALIFORNIA,2020-04-21,78
BAJA CALIFORNIA,2020-04-22,103
BAJA CALIFORNIA,2020-04-23,72
BAJA CALIFORNIA,2020-04-24,73
BAJA CALIFORNIA,2020-04-25,97
BAJA CALIFORNIA,2020-04-26,96
BAJA CALIFORNIA,2020-04-27,91
BAJA CALIFORNIA,2020-04-28,90
BAJA CALIFORNIA,2020-04-29,71
BAJA CALIFORNIA,2020-04-30,112
BAJA CALIFORNIA,2020-05-01,161
BAJA CALIFORNIA,2020-05-02,130
BAJA CALIFORNIA,2020-05-03,97
BAJA CALIFORNIA,2020-05-04,110
BAJA CALIFORNIA,2020-05-05,98
BAJA CALIFORNIA,2020-05-06,112
BAJA CALIFORNIA,2020-05-07,109
BAJA CALIFORNIA,2020-05-08,145
BAJA CALIFORNIA,2020-05-09,97
BAJA CALIFORNIA,2020-05-10,151
BAJA CALIFORNIA,2020-05-11,117
BAJA CALIFORNIA,2020-05-12,121
BAJA CALIFORNIA,2020-05-13,126
BAJA CALIFORNIA,2020-05-14,107
BAJA CALIFORNIA,2020-05-15,183
BAJA CALIFORNIA,2020-05-16,112
BAJA CALIFORNIA,2020-05-17,121
BAJA CALIFORNIA,2020-05-18,164
BAJA CALIFORNIA,2020-05-19,139
BAJA CALIFORNIA,2020-05-20,155
BAJA CALIFORNIA,2020-05-21,161
BAJA CALIFORNIA,2020-05-22,155
BAJA CALIFORNIA,2020-05-23,105
BAJA CALIFORNIA,2020-05-24,120
BAJA CALIFORNIA,2020-05-25,135
BAJA CALIFORNIA,2020-05-26,106
BAJA CALIFORNIA,2020-05-27,109
BAJA CALIFORNIA,2020-05-28,117
BAJA CALIFORNIA,2020-05-29,108
BAJA CALIFORNIA,2020-05-30,98
BAJA CALIFORNIA,2020-05-31,128
BAJA CALIFORNIA,2020-06-01,167
BAJA CALIFORNIA,2020-06-02,131
BAJA CALIFORNIA,2020-06-03,126
BAJA CALIFORNIA,2020-06-04,110
BAJA CALIFORNIA,2020-06-05,154
BAJA CALIFORNIA,2020-06-06,138
BAJA CALIFORNIA,2020-06-07,128
BAJA CALIFORNIA,2020-06-08,153
BAJA CALIFORNIA,2020-06-09,164
BAJA CALIFORNIA,2020-06-10,158
BAJA CALIFORNIA,2020-06-11,124
BAJA CALIFORNIA,2020-06-12,143
BAJA CALIFORNIA,2020-06-13,123
BAJA CALIFORNIA,2020-06-14,128
BAJA CALIFORNIA,2020-06-15,204
BAJA CALIFORNIA,2020-06-16,138
BAJA CALIFORNIA,2020-06-17,154
BAJA CALIFORNIA,2020-06-18,116
BAJA CALIFORNIA,2020-06-19,156
BAJA CALIFORNIA,2020-06-20,213
BAJA CALIFORNIA,2020-06-21,138
BAJA CALIFORNIA,2020-06-22,136
BAJA CALIFORNIA,2020-06-23,174
BAJA CALIFORNIA,2020-06-24,139
BAJA CALIFORNIA,2020-06-25,185
BAJA CALIFORNIA,2020-06-26,151
BAJA CALIFORNIA,2020-06-27,127
BAJA CALIFORNIA,2020-06-28,121
BAJA CALIFORNIA,2020-06-29,176
BAJA CALIFORNIA,2020-06-30,180
BAJA CALIFORNIA,2020-07-01,199
BAJA CALIFORNIA,2020-07-02,125
BAJA CALIFORNIA,2020-07-03,146
BAJA CALIFORNIA,2020-07-04,112
BAJA CALIFORNIA,2020-07-05,172
BAJA CALIFORNIA,2020-07-06,150
BAJA CALIFORNIA,2020-07-07,154
BAJA CALIFORNIA,2020-07-08,180
BAJA CALIFORNIA,2020-07-09,108
BAJA CALIFORNIA,2020-07-10,134
BAJA CALIFORNIA,2020-07-11,113
BAJA CALIFORNIA,2020-07-12,105
BAJA CALIFORNIA,2020-07-13,118
BAJA CALIFORNIA,2020-07-14,107
BAJA CALIFORNIA,2020-07-15,145
BAJA CALIFORNIA,2020-07-16,114
BAJA CALIFORNIA,2020-07-17,116
BAJA CALIFORNIA,2020-07-18,109
BAJA CALIFORNIA,2020-07-19,111
BAJA CALIFORNIA,2020-07-20,150
BAJA CALIFORNIA,2020-07-21,105
BAJA CALIFORNIA,2020-07-22,100
BAJA CALIFORNIA,2020-07-23,81
BAJA CALIFORNIA,2020-07-24,112
BAJA CALIFORNIA,2020-07-25,102
BAJA CALIFORNIA,2020-07-26,89
BAJA CALIFORNIA,2020-07-27,109
BAJA CALIFORNIA,2020-07-28,87
BAJA CALIFORNIA,2020-07-29,89
BAJA CALIFORNIA,2020-07-30,84
BAJA CALIFORNIA,2020-07-31,101
BAJA CALIFORNIA,2020-08-01,116
BAJA CALIFORNIA,2020-08-02,87
BAJA CALIFORNIA,2020-08-03,108
BAJA CALIFORNIA,2020-08-04,106
BAJA CALIFORNIA,2020-08-05,97
BAJA CALIFORNIA,2020-08-06,69
BAJA CALIFORNIA,2020-08-07,84
BAJA CALIFORNIA,2020-08-08,95
BAJA CALIFORNIA,2020-08-09,93
BAJA CALIFORNIA,2020-08-10,106
BAJA CALIFORNIA,2020-08-11,78
BAJA CALIFORNIA,2020-08-12,59
BAJA CALIFORNIA,2020-08-13,60
BAJA CALIFORNIA,2020-08-14,67
BAJA CALIFORNIA,2020-08-15,40
BAJA CALIFORNIA,2020-08-16,53
BAJA CALIFORNIA,2020-08-17,40
BAJA CALIFORNIA,2020-08-18,35
BAJA CALIFORNIA,2020-08-19,28
BAJA CALIFORNIA,2020-08-20,10
BAJA CALIFORNIA,2020-08-21,8
BAJA CALIFORNIA,2020-08-22,8
BAJA CALIFORNIA,2020-08-23,2
BAJA CALIFORNIA SUR,2020-03-09,1
BAJA CALIFORNIA SUR,2020-03-13,1
BAJA CALIFORNIA SUR,2020-03-16,3
BAJA CALIFORNIA SUR,2020-03-17,1
BAJA CALIFORNIA SUR,2020-03-18,1
BAJA CALIFORNIA SUR,2020-03-20,1
BAJA CALIFORNIA SUR,2020-03-21,4
BAJA CALIFORNIA SUR,2020-03-22,5
BAJA CALIFORNIA SUR,2020-03-23,5
BAJA CALIFORNIA SUR,2020-03-24,2
BAJA CALIFORNIA SUR,2020-03-25,5
BAJA CALIFORNIA SUR,2020-03-26,6
BAJA CALIFORNIA SUR,2020-03-27,8
BAJA CALIFORNIA SUR,2020-03-28,10
BAJA CALIFORNIA SUR,2020-03-29,4
BAJA CALIFORNIA SUR,2020-03-30,15
BAJA CALIFORNIA SUR,2020-03-31,12
BAJA CALIFORNIA SUR,2020-04-01,18
BAJA CALIFORNIA SUR,2020-04-02,16
BAJA CALIFORNIA SUR,2020-04-03,20
BAJA CALIFORNIA SUR,2020-04-04,20
BAJA CALIFORNIA SUR,2020-04-05,20
BAJA CALIFORNIA SUR,2020-04-06,13
BAJA CALIFORNIA SUR,2020-04-07,6
BAJA CALIFORNIA SUR,2020-04-08,8
BAJA CALIFORNIA SUR,2020-04-09,6
BAJA CALIFORNIA SUR,2020-04-10,12
BAJA CALIFORNIA SUR,2020-04-11,12
BAJA CALIFORNIA SUR,2020-04-12,10
BAJA CALIFORNIA SUR,2020-04-13,8
BAJA CALIFORNIA SUR,2020-04-14,7
BAJA CALIFORNIA SUR,2020-04-15,6
BAJA CALIFORNIA SUR,2020-04-16,5
BAJA CALIFORNIA SUR,2020-04-17,7
BAJA CALIFORNIA SUR,2020-04-18,11
BAJA CALIFORNIA SUR,2020-04-19,6
BAJA CALIFORNIA SUR,2020-04-20,14
BAJA CALIFORNIA SUR,2020-04-21,1
BAJA CALIFORNIA SUR,2020-04-22,12
BAJA CALIFORNIA SUR,2020-04-23,5
BAJA CALIFORNIA SUR,2020-04-24,10
BAJA CALIFORNIA SUR,2020-04-25,9
BAJA CALIFORNIA SUR,2020-04-26,4
BAJA CALIFORNIA SUR,2020-04-27,3
BAJA CALIFORNIA SUR,2020-04-28,3
BAJA CALIFORNIA SUR,2020-04-29,5
BAJA CALIFORNIA SUR,2020-04-30,11
BAJA CALIFORNIA SUR,2020-05-01,16
BAJA CALIFORNIA SUR,2020-05-02,6
BAJA CALIFORNIA SUR,2020-05-03,7
BAJA CALIFORNIA SUR,2020-05-04,6
BAJA CALIFORNIA SUR,2020-05-05,16
BAJA CALIFORNIA SUR,2020-05-06,5
BAJA CALIFORNIA SUR,2020-05-07,11
BAJA CALIFORNIA SUR,2020-05-08,9
BAJA CALIFORNIA SUR,2020-05-09,5
BAJA CALIFORNIA SUR,2020-05-10,11
BAJA CALIFORNIA SUR,2020-05-11,7
BAJA CALIFORNIA SUR,2020-05-12,12
BAJA CALIFORNIA SUR,2020-05-13,14
BAJA CALIFORNIA SUR,2020-05-14,12
BAJA CALIFORNIA SUR,2020-05-15,13
BAJA CALIFORNIA SUR,2020-05-16,10
BAJA CALIFORNIA SUR,2020-05-17,14
BAJA CALIFORNIA SUR,2020-05-18,17
BAJA CALIFORNIA SUR,2020-05-19,7
BAJA CALIFORNIA SUR,2020-05-20,19
BAJA CALIFORNIA SUR,2020-05-21,6
BAJA CALIFORNIA SUR,2020-05-22,13
BAJA CALIFORNIA SUR,2020-05-23,18
BAJA CALIFORNIA SUR,2020-05-24,20
BAJA CALIFORNIA SUR,2020-05-25,14
BAJA CALIFORNIA SUR,2020-05-26,20
BAJA CALIFORNIA SUR,2020-05-27,16
BAJA CALIFORNIA SUR,2020-05-28,16
BAJA CALIFORNIA SUR,2020-05-29,20
BAJA CALIFORNIA SUR,2020-05-30,18
BAJA CALIFORNIA SUR,2020-05-31,10
BAJA CALIFORNIA SUR,2020-06-01,29
BAJA CALIFORNIA SUR,2020-06-02,37
BAJA CALIFORNIA SUR,2020-06-03,30
BAJA CALIFORNIA SUR,2020-06-04,30
BAJA CALIFORNIA SUR,2020-06-05,20
BAJA CALIFORNIA SUR,2020-06-06,34
BAJA CALIFORNIA SUR,2020-06-07,40
BAJA CALIFORNIA SUR,2020-06-08,41
BAJA CALIFORNIA SUR,2020-06-09,34
BAJA CALIFORNIA SUR,2020-06-10,41
BAJA CALIFORNIA SUR,2020-06-11,34
BAJA CALIFORNIA SUR,2020-06-12,19
BAJA CALIFORNIA SUR,2020-06-13,38
BAJA CALIFORNIA SUR,2020-06-14,28
BAJA CALIFORNIA SUR,2020-06-15,47
BAJA CALIFORNIA SUR,2020-06-16,30
BAJA CALIFORNIA SUR,2020-06-17,32
BAJA CALIFORNIA SUR,2020-06-18,47
BAJA CALIFORNIA SUR,2020-06-19,31
BAJA CALIFORNIA SUR,2020-06-20,47
BAJA CALIFORNIA SUR,2020-06-21,33
BAJA CALIFORNIA SUR,2020-06-22,38
BAJA CALIFORNIA SUR,2020-06-23,46
BAJA CALIFORNIA SUR,2020-06-24,48
BAJA CALIFORNIA SUR,2020-06-25,64
BAJA CALIFORNIA SUR,2020-06-26,51
BAJA CALIFORNIA SUR,2020-06-27,38
BAJA CALIFORNIA SUR,2020-06-28,53
BAJA CALIFORNIA SUR,2020-06-29,73
BAJA CALIFORNIA SUR,2020-06-30,94
BAJA CALIFORNIA SUR,2020-07-01,94
BAJA CALIFORNIA SUR,2020-07-02,65
BAJA CALIFORNIA SUR,2020-07-03,66
BAJA CALIFORNIA SUR,2020-07-04,81
BAJA CALIFORNIA SUR,2020-07-05,66
BAJA CALIFORNIA SUR,2020-07-06,126
BAJA CALIFORNIA SUR,2020-07-07,103
BAJA CALIFORNIA SUR,2020-07-08,100
BAJA CALIFORNIA SUR,2020-07-09,94
BAJA CALIFORNIA SUR,2020-07-10,114
BAJA CALIFORNIA SUR,2020-07-11,90
BAJA CALIFORNIA SUR,2020-07-12,103
BAJA CALIFORNIA SUR,2020-07-13,110
BAJA CALIFORNIA SUR,2020-07-14,99
BAJA CALIFORNIA SUR,2020-07-15,98
BAJA CALIFORNIA SUR,2020-07-16,76
BAJA CALIFORNIA SUR,2020-07-17,94
BAJA CALIFORNIA SUR,2020-07-18,87
BAJA CALIFORNIA SUR,2020-07-19,113
BAJA CALIFORNIA SUR,2020-07-20,145
BAJA CALIFORNIA SUR,2020-07-21,99
BAJA CALIFORNIA SUR,2020-07-22,87
BAJA CALIFORNIA SUR,2020-07-23,96
BAJA CALIFORNIA SUR,2020-07-24,120
BAJA CALIFORNIA SUR,2020-07-25,109
BAJA CALIFORNIA SUR,2020-07-26,136
BAJA CALIFORNIA SUR,2020-07-27,124
BAJA CALIFORNIA SUR,2020-07-28,116
BAJA CALIFORNIA SUR,2020-07-29,94
BAJA CALIFORNIA SUR,2020-07-30,102
BAJA CALIFORNIA SUR,2020-07-31,100
BAJA CALIFORNIA SUR,2020-08-01,133
BAJA CALIFORNIA SUR,2020-08-02,126
BAJA CALIFORNIA SUR,2020-08-03,115
BAJA CALIFORNIA SUR,2020-08-04,115
BAJA CALIFORNIA SUR,2020-08-05,106
BAJA CALIFORNIA SUR,2020-08-06,108
BAJA CALIFORNIA SUR,2020-08-07,89
BAJA CALIFORNIA SUR,2020-08-08,90
BAJA CALIFORNIA SUR,2020-08-09,100
BAJA CALIFORNIA SUR,2020-08-10,140
BAJA CALIFORNIA SUR,2020-08-11,103
BAJA CALIFORNIA SUR,2020-08-12,98
BAJA CALIFORNIA SUR,2020-08-13,100
BAJA CALIFORNIA SUR,2020-08-14,88
BAJA CALIFORNIA SUR,2020-08-15,80
BAJA CALIFORNIA SUR,2020-08-16,105
BAJA CALIFORNIA SUR,2020-08-17,100
BAJA CALIFORNIA SUR,2020-08-18,87
BAJA CALIFORNIA SUR,2020-08-19,43
BAJA CALIFORNIA SUR,2020-08-20,55
BAJA CALIFORNIA SUR,2020-08-21,40
BAJA CALIFORNIA SUR,2020-08-22,23
BAJA CALIFORNIA SUR,2020-08-23,56
BAJA CALIFORNIA SUR,2020-08-24,1
CAMPECHE,2020-03-08,1
CAMPECHE,2020-03-09,1
CAMPECHE,2020-03-12,1
CAMPECHE,2020-03-20,1
CAMPECHE,2020-03-23,2
CAMPECHE,2020-03-25,2
CAMPECHE,2020-03-27,1
CAMPECHE,2020-03-28,2
CAMPECHE,2020-03-30,2
CAMPECHE,2020-03-31,1
CAMPECHE,2020-04-01,1
CAMPECHE,2020-04-02,1
CAMPECHE,2020-04-03,5
CAMPECHE,2020-04-04,2
CAMPECHE,2020-04-05,1
CAMPECHE,2020-04-06,2
CAMPECHE,2020-04-07,1
CAMPECHE,2020-04-08,4
CAMPECHE,2020-04-09,1
CAMPECHE,2020-04-10,4
CAMPECHE,2020-04-11,6
CAMPECHE,2020-04-12,2
CAMPECHE,2020-04-13,5
CAMPECHE,2020-04-14,2
CAMPECHE,2020-04-15,5
CAMPECHE,2020-04-16,4
CAMPECHE,2020-04-17,4
CAMPECHE,2020-04-18,4
CAMPECHE,2020-04-19,6
CAMPECHE,2020-04-20,10
CAMPECHE,2020-04-21,5
CAMPECHE,2020-04-22,9
CAMPECHE,2020-04-23,6
CAMPECHE,2020-04-24,9
CAMPECHE,2020-04-25,11
CAMPECHE,2020-04-26,5
CAMPECHE,2020-04-27,12
CAMPECHE,2020-04-28,4
CAMPECHE,2020-04-29,10
CAMPECHE,2020-04-30,10
CAMPECHE,2020-05-01,17
CAMPECHE,2020-05-02,15
CAMPECHE,2020-05-03,10
CAMPECHE,2020-05-04,19
CAMPECHE,2020-05-05,18
CAMPECHE,2020-05-06,13
CAMPECHE,2020-05-07,7
CAMPECHE,2020-05-08,16
CAMPECHE,2020-05-09,17
CAMPECHE,2020-05-10,24
CAMPECHE,2020-05-11,26
CAMPECHE,2020-05-12,22
CAMPECHE,2020-05-13,13
CAMPECHE,2020-05-14,16
CAMPECHE,2020-05-15,16
CAMPECHE,2020-05-16,22
CAMPECHE,2020-05-17,24
CAMPECHE,2020-05-18,17
CAMPECHE,2020-05-19,18
CAMPECHE,2020-05-20,28
CAMPECHE,2020-05-21,26
CAMPECHE,2020-05-22,28
CAMPECHE,2020-05-23,33
CAMPECHE,2020-05-24,17
CAMPECHE,2020-05-25,41
CAMPECHE,2020-05-26,20
CAMPECHE,2020-05-27,20
CAMPECHE,2020-05-28,21
CAMPECHE,2020-05-29,26
CAMPECHE,2020-05-30,30
CAMPECHE,2020-05-31,27
CAMPECHE,2020-06-01,49
CAMPECHE,2020-06-02,25
CAMPECHE,2020-06-03,43
CAMPECHE,2020-06-04,28
CAMPECHE,2020-06-05,55
CAMPECHE,2020-06-06,52
CAMPECHE,2020-06-07,53
CAMPECHE,2020-06-08,60
CAMPECHE,2020-06-09,52
CAMPECHE,2020-06-10,86
CAMPECHE,2020-06-11,63
CAMPECHE,2020-06-12,76
CAMPECHE,2020-06-13,85
CAMPECHE,2020-06-14,57
CAMPECHE,2020-06-15,103
CAMPECHE,2020-06-16,73
CAMPECHE,2020-06-17,71
CAMPECHE,2020-06-18,91
CAMPECHE,2020-06-19,88
CAMPECHE,2020-06-20,109
CAMPECHE,2020-06-21,61
CAMPECHE,2020-06-22,71
CAMPECHE,2020-06-23,73
CAMPECHE,2020-06-24,78
CAMPECHE,2020-06-25,69
CAMPECHE,2020-06-26,89
CAMPECHE,2020-06-27,59
CAMPECHE,2020-06-28,70
CAMPECHE,2020-06-29,66
CAMPECHE,2020-06-30,72
CAMPECHE,2020-07-01,124
CAMPECHE,2020-07-02,87
CAMPECHE,2020-07-03,86
CAMPECHE,2020-07-04,72
CAMPECHE,2020-07-05,74
CAMPECHE,2020-07-06,69
CAMPECHE,2020-07-07,75
CAMPECHE,2020-07-08,75
CAMPECHE,2020-07-09,74
CAMPECHE,2020-07-10,124
CAMPECHE,2020-07-11,88
CAMPECHE,2020-07-12,69
CAMPECHE,2020-07-13,72
CAMPECHE,2020-07-14,78
CAMPECHE,2020-07-15,111
CAMPECHE,2020-07-16,69
CAMPECHE,2020-07-17,66
CAMPECHE,2020-07-18,64
CAMPECHE,2020-07-19,65
CAMPECHE,2020-07-20,83
CAMPECHE,2020-07-21,49
CAMPECHE,2020-07-22,53
CAMPECHE,2020-07-23,47
CAMPECHE,2020-07-24,53
CAMPECHE,2020-07-25,68
CAMPECHE,2020-07-26,43
CAMPECHE,2020-07-27,50
CAMPECHE,2020-07-28,51
CAMPECHE,2020-07-29,35
CAMPECHE,2020-07-30,31
CAMPECHE,2020-07-31,20
CAMPECHE,2020-08-01,64
CAMPECHE,2020-08-02,34
CAMPECHE,2020-08-03,28
CAMPECHE,2020-08-04,25
CAMPECHE,2020-08-05,23
CAMPECHE,2020-08-06,18
CAMPECHE,2020-08-07,17
CAMPECHE,2020-08-08,28
CAMPECHE,2020-08-09,23
CAMPECHE,2020-08-10,34
CAMPECHE,2020-08-11,21
CAMPECHE,2020-08-12,22
CAMPECHE,2020-08-13,16
CAMPECHE,2020-08-14,23
CAMPECHE,2020-08-15,35
CAMPECHE,2020-08-16,21
CAMPECHE,2020-08-17,17
CAMPECHE,2020-08-18,13
CAMPECHE,2020-08-19,8
CAMPECHE,2020-08-20,6
CAMPECHE,2020-08-21,1
CAMPECHE,2020-08-22,1
CHIAPAS,2020-02-25,1
CHIAPAS,2020-03-13,1
CHIAPAS,2020-03-14,1
CHIAPAS,2020-03-20,2
CHIAPAS,2020-03-21,2
CHIAPAS,2020-03-22,3
CHIAPAS,2020-03-23,4
CHIAPAS,2020-03-24,1
CHIAPAS,2020-03-25,4
CHIAPAS,2020-03-27,3
CHIAPAS,2020-03-28,4
CHIAPAS,2020-03-29,1
CHIAPAS,2020-03-30,2
CHIAPAS,2020-03-31,2
CHIAPAS,2020-04-01,2
CHIAPAS,2020-04-02,2
CHIAPAS,2020-04-03,4
CHIAPAS,2020-04-04,4
CHIAPAS,2020-04-05,2
